t,chain,T,ssq
90.0,4.0,8.835991775328158e-102,8.031327193150217
91.0,0.0,3.523233242873855e-104,8.031327193150217
91.0,1.0,3.5232332428738544e-101,8.031327193150217
91.0,2.0,1.7633782380583615e-101,8.031327193150217
91.0,3.0,2.643305740466105e-101,8.031327193150217
91.0,4.0,8.834507356506187e-102,8.031327193150217
92.0,0.0,3.522639928824696e-104,8.031327193150217
92.0,1.0,3.522639928824695e-101,8.031327193150217
92.0,2.0,1.7630812843767575e-101,8.031327193150217
92.0,3.0,2.6428606066007234e-101,8.031327193150217
92.0,4.0,8.833019621527922e-102,8.031327193150217
93.0,0.0,3.5220453034842844e-104,8.031327193150217
93.0,1.0,3.522045303484284e-101,8.031327193150217
93.0,2.0,1.7627836743938816e-101,8.031327193150217
93.0,3.0,2.6424144889390795e-101,8.031327193150217
93.0,4.0,8.831528598486838e-102,8.031327193150217
94.0,0.0,3.521449377837837e-104,8.031327193150217
94.0,1.0,3.521449377837836e-101,8.031327193150217
94.0,2.0,1.7624854136078347e-101,8.031327193150217
94.0,3.0,2.6419673957228323e-101,8.031327193150217
94.0,4.0,8.830034314928371e-102,8.031327193150217
95.0,0.0,3.520852162658534e-104,8.031327193150217
95.0,1.0,3.520852162658533e-101,8.031327193150217
95.0,2.0,1.7621865074105932e-101,8.031327193150217
95.0,3.0,2.64151933503456e-101,8.031327193150217
95.0,4.0,8.828536797866268e-102,8.031327193150217
96.0,0.0,3.520253668513784e-104,8.031327193150217
96.0,1.0,3.5202536685137836e-101,8.031327193150217
96.0,2.0,1.761886961091146e-101,8.031327193150217
96.0,3.0,2.6410703148024617e-101,8.031327193150217
96.0,4.0,8.827036073798309e-102,8.031327193150217
97.0,0.0,3.519653905771237e-104,8.031327193150217
97.0,1.0,3.519653905771236e-101,8.031327193150217
97.0,2.0,1.7615867798385013e-101,8.031327193150217
97.0,3.0,2.6406203428048655e-101,8.031327193150217
97.0,4.0,8.825532168721372e-102,8.031327193150217
98.0,0.0,3.519052884604564e-104,8.031327193150217
98.0,1.0,3.519052884604564e-101,8.031327193150217
98.0,2.0,1.7612859687445817e-101,8.031327193150217
98.0,3.0,2.6401694266745696e-101,8.031327193150217
98.0,4.0,8.82402510814594e-102,8.031327193150217
99.0,0.0,3.518450614999012e-104,8.031327193150217
99.0,1.0,3.518450614999012e-101,8.031327193150217
99.0,2.0,1.7609845328070028e-101,8.031327193150217
99.0,3.0,2.6397175739030042e-101,8.031327193150217
99.0,4.0,8.822514917110019e-102,8.031327193150217
100.0,0.0,3.517847106756745e-104,8.031327193150217
100.0,1.0,3.517847106756744e-101,8.031327193150217
100.0,2.0,1.760682476931748e-101,8.031327193150217
100.0,3.0,2.639264791844243e-101,8.031327193150217
100.0,4.0,8.821001620192533e-102,8.031327193150217
101.0,0.0,8.819485241526207e-102,8.031327193150217
101.0,1.0,3.5172423695019777e-101,8.031327193150217
101.0,2.0,1.7603798059357374e-101,8.031327193150217
